INVOICE_NO,CUST_ID,ITEM_ID,ITEM_NO,PRODUCT_TYPE,TRX_DATE,QUANTITY
6272346,999999999,14362765,XPGWHT-L1-8A4-Q3-0-05(CCKP),OPTICAL AND SENSOR,2016/7/2,0
6272346,999999999,14716905,XPGBWT-B1-3D0-R5-F-01,OPTICAL AND SENSOR,2016/7/2,0
5111.Z078,999999999,15104127,CXA1850-50F-X2-N0H-00001,OPTICAL AND SENSOR,2016/7/4,0
6271660,999999999,6094590,XBDAWT-0-7C3-Q40-0L-0001,OPTICAL AND SENSOR,2016/7/8,0
6271660,999999999,15004011,XBDAWT-0-7D4-Q40-0L-0002,OPTICAL AND SENSOR,2016/7/8,0
315111977,48354,13310589,EMI6316FCTBG,DISCRETE,2015/11/5,0
QW48669489,3218,3339447,NTMFS4927NT1G,DISCRETE,2015/8/26,0
316073563,791198,15313123,"ATMEGA168PA-AUR,SL044",CPU / MPU,2016/7/11,2000
A10116688,3403286,14972904,XMLBWT-0-1C0-U40-F0-0001,OPTICAL AND SENSOR,2016/7/7,0
306071546,34792,3395365,AT24C512C-SSHM-T,MEMORY_EMBEDED,2016/7/29,4000
6272346,999999999,14941007,XPEWHT-L1-1A0-R2-0-05,OPTICAL AND SENSOR,2016/7/2,0
216075362,46273,3311308,SC76025A1DCAR,LINEAR IC,2016/7/21,2000
216071733,24132,14863064,CSD68815W15-CF,LINEAR IC,2016/7/7,15000
216072001,21456,70420,NUP1301ML3T1G,DISCRETE,2016/7/8,24000
216072221,2292,3332716,TPS62231DRYR,LINEAR IC,2016/7/11,10000
216072030,43844,1698791,"BYC8X-600,127",DISCRETE,2016/7/8,200
216077177,98198,3217001,SI7121DN-T1-GE3,DISCRETE,2016/7/27,84000
216071733,24132,12226587,LP5907UVX-2.85/NOPB,LINEAR IC,2016/7/7,15000
216071305,34458,4642595,"CRS08(T5L,APPLE,XM",DISCRETE,2016/7/6,30000
216071181,23251,2279038,IMC1210ER680J,PEMCO,2016/7/6,20000
216075946,54029,14755867,TSOP4436VI1,DISCRETE,2016/7/23,3552
216071712,4094,14208663,"TK6A60DR(STA4,X,M)",DISCRETE,2016/7/7,50995
216071557,3525256,3244885,TSOP34338SS1F,OPTICAL AND SENSOR,2016/7/7,6480
,27495,3224739,"PMEG2010EH,115",DISCRETE,,0
216070539,2793,123152,TLZ13C-GS08,DISCRETE,2016/7/4,2500
CX47345629,2470,149586,SN75ALS1177NSR,LOGIC IC,2016/7/1,2000
CX47346088,8790,88411,"BAS316,115",DISCRETE,2016/7/5,105000
CX47345326,2892,2209921,"74HC00D,653",LOGIC IC,2016/7/1,2500
CX47345798,2405,3393108,"CS82TPCF,SLJ42",CHIPSET / ASP,2016/7/4,120
CX47348400,1693198,14888093,ERP030W-0700-42-ECN,OPTICAL AND SENSOR,2016/7/26,500
CX47346579,2405,3429579,"BD82QM77,SLJ8A",CHIPSET / ASP,2016/7/11,900
216017593,37568,3305336,"NX3L2G66GD,125",LOGIC IC,2016/1/28,0
BP47346204,53917,11225587,AW8063801117700SR10D,CPU / MPU,2016/3/4,0
CX47345429,2378200,15121992,XPLAWT-0-1B0-V60-F0-0001,OPTICAL AND SENSOR,2016/7/1,3000
CX47346431,2256,5372592,NSS1C201LT1G,DISCRETE,2016/7/7,6000
CX47346790,2581,15050032,W25N01GVZEIG,MEMORY_EMBEDED,2016/7/12,63
5119,999999999,149795,SN74LVC245ADW,LOGIC IC,2016/7/31,0
CX47347049,3775249,3338470,AR8035-AL1A,CHIPSET / ASP,2016/7/14,600
CX47346256,9490,14724140,FDD8880_SN00319,DISCRETE,2016/7/6,7500
BP47353547,2405,3250502,"WG82577LM,SLGWS",CHIPSET / ASP,2016/4/21,0
6272346,999999999,14563807,XPGWHT-L1-1U0-R4-0-09,OPTICAL AND SENSOR,2016/7/2,0
,20345,14863062,TPS65709YFFR-CF,LINEAR IC,,0
,52735,15142075,CSD68827W-CF,LINEAR IC,,0
215085951,33431,3206595,SBAS16LT1G,DISCRETE,2015/8/25,0
,6311,15184015,TPS51275B-1RUKR,LINEAR IC,,0
,2377,232058,"PBSS5250X,135",DISCRETE,,0
216057809,2194,15505011,MT29F2G08ABAFAH4:F TRAY,MEMORY_EMBEDED,2016/5/31,0
A10117587,56577,14926007,CT25664BF160B.C8FKD,MEMORY_SYSTEM,2016/7/26,-1
5111.Z078,999999999,14856065,CXA2540-40F-V2-N0U-00003,OPTICAL AND SENSOR,2016/7/4,0
6271660,999999999,4203589,XBDAWT-0-8D4-Q20-0H-0001,OPTICAL AND SENSOR,2016/7/8,0
6271660,999999999,14861864,XBDAWT-0-3C0-R30-0L-0002,OPTICAL AND SENSOR,2016/7/8,0
,27837,14863044,MSP430V301IRHAR-CF,CPU / MPU,,0
215084694,23455,2926076,FDC5614P,DISCRETE,2015/8/20,0
315107950,2736206,129623,NCP1203D60R2G,LINEAR IC,2015/10/23,0
,4094,135503,"PDZ4.7B,115",DISCRETE,,0
,999999999,14401737,W25Q64FWSSIGT,MEMORY_EMBEDED,,0
316074951,38979,3370189,AT24C128C-SSHM-T,MEMORY_EMBEDED,2016/7/14,4000
216067129,27837,4889593,SN65LVPE502ARGER,LINEAR IC,2016/6/29,0
216064785,2255,14922966,EFC6617R-A-TF,DISCRETE,2016/6/21,0
,999999999,70064,LM339DR2G,LINEAR IC,,0
216078050,52419,14297734,376S1194,DISCRETE,2016/7/29,12000
216076019,25047,71144,"TC4S584F(T5L,F,T)",LOGIC IC,2016/7/25,3000
216071272,2100,5960737,"2SC5692(TE85L,F)",DISCRETE,2016/7/6,3759
216076431,34458,3395228,376S0867,DISCRETE,2016/7/26,3000
216070745,2793,123213,TLZ33B-GS08,DISCRETE,2016/7/5,2500
216067665,51693,15073858,ISL95859HRTZ-T,LINEAR IC,2016/6/30,0
316019017,4384,133280,"74AHC1G32GV,125",LOGIC IC,2016/1/21,0
216076522,40464,14208680,"TK11A60D(STA4,X,S)",DISCRETE,2016/7/26,1215550
216074110,2793,123159,TLZ18B-GS08,DISCRETE,2016/7/18,12500
216072222,3573,14536742,OPA2322AIDGKR,LINEAR IC,2016/7/11,10000
216077010,2461,70062,LM324DR2G,LINEAR IC,2016/7/27,40000
216076354,3183262,143188,PCA9306DCUR,LOGIC IC,2016/7/26,51000
CX47348253,2549,14924138,"DH82029PCH,SLKM8",CHIPSET / ASP,2016/7/26,100
CF47352149,11689,14270842,"SSDSC2BB080G401,927197",OTHERS,2016/6/6,0
CX47345429,2378200,15123016,XPLAWT-0-1B0-V30-F0-0001(CSNC),OPTICAL AND SENSOR,2016/7/1,500
CX47348179,30377,15083656,ES2DHE3_A/H,DISCRETE,2016/7/26,1100
CX47347461,2549,151718,LM393MX/NOPB,LINEAR IC,2016/7/19,5000
CX47348179,30377,15203050,1307320147,DISCRETE,2016/7/26,10800
A20160700176,999999999,3772099,LM3880MF-1AD/NOPB,LINEAR IC,2016/7/29,0
A20160700167,999999999,92,NDS0610,DISCRETE,2016/7/29,0
CF47352677,2311,3326173,"BAV99/8,215",DISCRETE,2016/6/14,0
CX47346650,2282,405,MMSD4148,DISCRETE,2016/7/12,6000
CX47348049,10590,2209921,"74HC00D,653",LOGIC IC,2016/7/26,2500
CX47345933,2545,8186587,"WGI210AT,SLJXR",OTHERS,2016/7/5,300
216057808,2409,112074,"GTL2014PW,118",LINEAR IC,2016/5/31,0
CF47353081,2545,15084272,"ELX540BT2,SLKTQ",LINEAR IC,2016/6/16,0
AW47346368,2545,3326707,"NH82580DB,SLH5U",CHIPSET / ASP,2016/1/7,0
316075164,3797251,14838926,XPGBWT-B1-4D0-S2-0-01,OPTICAL AND SENSOR,2016/7/14,1000
316075164,3797251,15632960,XPGBWT-B1-4C0-S4-0-06,OPTICAL AND SENSOR,2016/7/14,1000
6271660,999999999,15033889,XBDAWT-0-7D1-Q40-0L-0002,OPTICAL AND SENSOR,2016/7/8,0
316073573,4384,4659587,AT93C56B-SSHM-T,MEMORY_EMBEDED,2016/7/11,4000
,999999999,14564195,W987D6HBGX7E,MEMORY_EMBEDED,,0
316078469,3184253,15444102,CT1000MX200SSD1.001,MEMORY_SYSTEM,2016/7/22,20
316073021,3180241,11108587,ATXMEGA128B1-AU,OTHERS,2016/7/8,2700
316075164,3797251,15597969,XPGBWT-B1-4D0-S3-F-06,OPTICAL AND SENSOR,2016/7/14,1000
5111.Z078,999999999,15046066,CXA1512-30H-J4-F0Y-00003,OPTICAL AND SENSOR,2016/7/4,0
316072926,23131,15242147,XPGBWT-H1-3A0-S2-0-01,OPTICAL AND SENSOR,2016/7/8,2000
CX47347899,10228,927643,TPS71533QDCKRQ1,LINEAR IC,2016/7/25,0
216031337,52028,14839896,FH8065301903600SR1YJ,CPU / MPU,2016/3/4,0
,2508,135879,"BAS70-06W,115",DISCRETE,,0
CX47346958,16686,134130,"IP4220CZ6,125",DISCRETE,2016/7/13,0
216073681,11148,14149589,W25Q16DVSSIGT,MEMORY_EMBEDED,2016/7/15,2000
216070843,2507,70066,LM358DR2G,LINEAR IC,2016/7/5,2500
216074334,12442,126109,MMBTA06LT1G,DISCRETE,2016/7/19,15000
216077799,11141,14676825,NTTFS4C50NTAG,DISCRETE,2016/7/29,12000
216076938,52735,14863026,CSD68813W10-CF,LINEAR IC,2016/7/27,12000
215075192,2582,14951868,FH8065801620004SR23W,CPU / MPU,2015/7/21,0
215115028,33431,3205446,SBAV99LT1G,DISCRETE,2015/11/19,0
Z051616745,34458,14863066,CSD75202W15-CF,LINEAR IC,2016/7/7,0
216066206,20157,3399937,NJVMJD31CT4G,LINEAR IC,2016/6/25,0
215117106,4728,126834,SS16T3G,DISCRETE,2015/11/26,0
216078040,2192,148730,SN74LVC1G02DBVR,LOGIC IC,2016/7/29,3000
216077129,37568,3241827,TSHG6400,OPTICAL AND SENSOR,2016/7/27,64000
216074785,27837,3337151,TPS51123RGER,LINEAR IC,2016/7/20,3000
Z051619015,52735,14863071,LM3534TMX-A1/NOPB-CF,LINEAR IC,2016/7/27,0
,43844,135780,"PMBTA06,215",DISCRETE,,0
216066197,8319,3399937,NJVMJD31CT4G,LINEAR IC,2016/6/25,0
216067646,2192,70072,MMBT3906LT1G,DISCRETE,2016/6/30,0
CX47346580,2405,8220587,AV8063801117301SR0WL,CPU / MPU,2016/7/11,198
CX47345510,2517,14565260,ISL95813IRZ,LINEAR IC,2016/7/1,750
CX47347926,27495,14665754,PUSB3F96X,DISCRETE,2016/7/25,15000
BP47354194,53917,15140213,FJ8066201931104SR2EU,CPU / MPU,2016/4/26,0
CX47345222,10654,3806796,LM56BIMX/NOPB,LINEAR IC,2016/7/1,2500
CX47345591,56711,15041935,CRCW08053K60FKEA,PEMCO,2016/7/1,10000
CF47351517,2545,14818300,"JL82599ES,SR1VN",CHIPSET / ASP,2016/6/1,0
CX47346353,10352,14494765,CM8063501292204SR1AQ,CPU / MPU,2016/7/7,3
BP47347143,16135,15052082,"WGI219V,SLKJ5",OTHERS,2016/3/14,0
AW47352084,2256,3326707,"NH82580DB,SLH5U",CHIPSET / ASP,2016/2/4,0
CF47347747,2405,8220587,AV8063801117301SR0WL,CPU / MPU,2016/6/28,0
CX47346004,2791,14930145,ISL21010CFH320Z-TK,LINEAR IC,2016/7/5,2000
CX47346870,43558,3344141,CM8062300834302SR00B,CPU / MPU,2016/7/13,1
CX47347431,35119,15230124,MT41K256M16TW-107:P,MEMORY_EMBEDED,2016/7/19,50000
CX47348118,8399,3390574,MSP430G2432IPW20,CPU / MPU,2016/7/26,1050
AW47352545,11141,15080206,FH8065801620803SR242,CPU / MPU,2016/2/17,0
216072561,2717205,4536587,W25Q32FVSSIGT,MEMORY_EMBEDED,2016/7/12,12000
,2192,135829,"BAS40-04,215",DISCRETE,,0
216060646,19234,1322777,NCP1031DR2G,LINEAR IC,2016/6/2,0
216057633,2194,3408437,ESD7004MUTAG,DISCRETE,2016/5/31,0
216052498,49263,14767916,CM8064601560722SR1QK,CPU / MPU,2016/5/11,0
216066921,2717205,129874,LP2951CDR2G,LINEAR IC,2016/6/28,0
216065421,472198,5022588,"BGU7045,115",DISCRETE,2016/6/22,0
216072561,2717205,4536587,W25Q32FVSSIGT,MEMORY_EMBEDED,2016/7/12,6000
216077950,11146,3403234,W25Q64FVSFIGT,MEMORY_EMBEDED,2016/7/29,1000
216071165,2717205,14728213,W25Q80DVSSIGT,MEMORY_EMBEDED,2016/7/6,2000
316071728,3803257,15138062,LSDMI16G-C10-650,OTHERS,2016/7/6,1500
A10117587,56577,14880859,CT102464BF160B.C16FND,MEMORY_SYSTEM,2016/7/26,-1
316076143,3148259,3560592,BC63B239A05-AQK-E4V,CHIPSET / ASP,2016/7/18,6000
316076520,3075263,6635588,AT24C04C-MAHM-T,MEMORY_SYSTEM,2016/7/18,30000
316074847,3079243,3368321,AT24C512C-SSHD-T,MEMORY_EMBEDED,2016/7/14,12000
306070298,11978,14691730,XMLBWT-0-1A0-U20-F0-0001,OPTICAL AND SENSOR,2016/7/27,14000
216075783,33431,148741,SN74LVC1G07DBVR,LOGIC IC,2016/7/22,6000
A10123951,56711,14208692,"TK13A65U(STA4,X,S)",DISCRETE,2016/7/22,0
216077177,98198,13341594,V8P10-5300M3/86A,DISCRETE,2016/7/27,6000
216065983,2192,87991,MBRS340T3G,DISCRETE,2016/6/24,0
216077160,27837,14900181,"TC74LCX07FT(EL,K)",LOGIC IC,2016/7/27,2000
216078151,4790,3145111,V30100C-E3/4W,DISCRETE,2016/7/29,26750
216057686,27495,1290732,MAX803SQ293T1G,LINEAR IC,2016/5/31,0
315084882,2728206,12501588,NCT7717U,CPU / MPU,2015/8/13,0
,4094,135466,"BZX585-B15,115",DISCRETE,,0
216051262,2582,14940001,FH8065801882800SR215,CPU / MPU,2016/5/6,0
216076938,52735,14863073,LM3564A1TMX/NOPB-CF,LINEAR IC,2016/7/27,3000
216076354,3183262,3400409,TPS74901KTWR,LINEAR IC,2016/7/26,3000
216077528,37619,5960640,"TPCA8057-H,LSOYQ(M",DISCRETE,2016/7/28,198000
,43838,15052898,TPS57160ZQDGQRQ1,LINEAR IC,,0
216057755,2192,3174146,NCP303LSN16T1G,LINEAR IC,2016/5/31,0
216077028,47302,3313535,TPS2553DBVR,LINEAR IC,2016/7/27,6000
CF47354203,2405,8929651,"WGI210IT,SLJXT",CHIPSET / ASP,2016/6/28,0
CF47353050,2506,3217532,M25P40-VMN6TPB,MEMORY_EMBEDED,2016/6/16,0
BP47354129,2455,15268974,FH8066501715928SR2KP,CPU / MPU,2016/4/26,0
CX47345801,2269,15264006,MTFC8GAKAJCN-1M WT TRAY,MEMORY_EMBEDED,2016/7/4,110
BP47351940,2549,3386944,"CBTL02043ABQ,115",LINEAR IC,2016/4/7,0
BP47347131,16135,3417453,"NHI350AM4,SLJ3Z",CHIPSET / ASP,2016/3/14,0
SJ48669062,11141,3190569,"WG82567LM,SLAVV",CHIPSET / ASP,2015/12/18,0
CF47352509,2478,15041887,FH8066501715924SR2A8,CPU / MPU,2016/6/13,0
CX47347014,56703,12588605,"WGI218LM,SLK3B",CHIPSET / ASP,2016/7/14,100
5119,47302,142993,LMV321IDCKR,LINEAR IC,2016/7/31,0
BP47354066,9425,15174969,FH8065501516768SR1VV,CPU / MPU,2016/4/26,0
QW48664210,2262,5754588,NVTR01P02LT1G,DISCRETE,2015/7/28,0
SJ48666970,57905,15033863,FH8066501715915SR29J,CPU / MPU,2015/12/1,0
CF47352847,2549,135497,"PDZ2.7B,115",DISCRETE,2016/6/14,0
BP47354120,53604,3243689,AT80602000789AASLBF6,CPU / MPU,2016/4/26,0
CX47347391,7114,354,MOC3023M,OPTICAL AND SENSOR,2016/7/19,6000
316077993,2897,3398686,AD80273ARWZ-RL,LINEAR IC,2016/7/21,2000
316071134,24088,12616603,XPEWHT-L1-WG4-R2-G-05,OPTICAL AND SENSOR,2016/7/5,2000
306070477,2897,3398686,AD80273ARWZ-RL,LINEAR IC,2016/7/27,1000
216074416,14705,4536587,W25Q32FVSSIGT,MEMORY_EMBEDED,2016/7/19,2000
216070822,2192,6497590,W25X40CLSSIGT,MEMORY_EMBEDED,2016/7/5,10000
,11146,3124089,FSA2567UMX,LOGIC IC,,0
6271660,999999999,15072092,XBDAWT-0-7B3-Q40-0L-0002,OPTICAL AND SENSOR,2016/7/8,0
A10117586,40122,14726867,CT51264BF160B.C16FER2,MEMORY_SYSTEM,2016/7/26,-4
A10117588,56577,15002177,CT51264BF160BJ.C8FED,MEMORY_SYSTEM,2016/7/26,-5
316074847,3079243,3323544,AT24C256C-SSHL-T,MEMORY_EMBEDED,2016/7/14,20000
316075116,23261,15072115,XPGBWT-B1-7B1-R5-F-01,OPTICAL AND SENSOR,2016/7/14,1000
316074768,2897,3398686,AD80273ARWZ-RL,LINEAR IC,2016/7/13,1000
216074420,51693,14564111,W25Q64FVZPIQT,MEMORY_EMBEDED,2016/7/19,5000
216074422,51693,14564153,W25Q128FVPIQT,MEMORY_EMBEDED,2016/7/19,20000
216071871,2507,140947,SN74AHCT1G126DCKR,LOGIC IC,2016/7/8,15000
216074624,45830,150327,TPS2491DGS,LINEAR IC,2016/7/20,560
216073448,34458,2953103,TS5A2066YZPR,LOGIC IC,2016/7/14,3000
215035345,2791,3330696,NCN8024DWR2G,LINEAR IC,2015/3/24,0
216063034,2507,3369266,NCP3170ADR2G,LINEAR IC,2016/6/14,0
316040412,4384,133456,"74LVC1G32GW,125",LOGIC IC,2016/4/1,0
216077160,27837,87128,SN74AHCT1G08DCKR,LOGIC IC,2016/7/27,3000
216055577,52028,15140213,FJ8066201931104SR2EU,CPU / MPU,2016/5/24,0
216038015,14705,232022,"74LVC1G17GW,125",LOGIC IC,2016/3/31,0
216077528,37619,5960640,"TPCA8057-H,LSOYQ(M",DISCRETE,2016/7/28,66000
216076949,24132,14863069,LM3258NTMX/NOPB-CF,LINEAR IC,2016/7/27,12000
216075997,27837,149778,SN74LVC1G14DBVR,LOGIC IC,2016/7/25,3000
216075997,27837,12560591,TPS2546RTER,LINEAR IC,2016/7/25,18000
216074106,2793,3338996,"TL431AIDBZR,215",DISCRETE,2016/7/18,9000
216076458,11146,4169607,NCP380HMUAJAATBG,LINEAR IC,2016/7/26,3000
CX47346999,57905,3249325,"WG82583V,SLGVD",CHIPSET / ASP,2016/7/14,100
216076465,11146,3337685,WSK0612L5000FEA,PEMCO,2016/7/26,4000
5119,2472,136470,SN74HC164PWR,LOGIC IC,2016/7/31,0
5119,47302,141818,TPS3808G01DBVR,LINEAR IC,2016/7/31,0
216074255,37619,1410789,"1SS387(TPH3,F)",DISCRETE,2016/7/18,8000
216076437,34458,15025978,SN74LVC1G125DPWR,LOGIC IC,2016/7/26,3000
216076655,24132,14726948,LP5907SNX-2.85/NOPB,LINEAR IC,2016/7/26,15000
216076556,34458,15025978,SN74LVC1G125DPWR,LOGIC IC,2016/7/26,15000
216074909,2377,2230825,MBR30H100CTG,DISCRETE,2016/7/20,4400
216072392,2377,135104,"BSH203,215",DISCRETE,2016/7/12,9000
216077145,5485,230921,MBR2060CTG,DISCRETE,2016/7/27,418
216074407,11146,70450,"PMBT3906,215",DISCRETE,2016/7/19,3000
216077984,2192,14565358,ISL6420BIRZ-TK,LINEAR IC,2016/7/29,1000
216075777,2472,72302,"TC7WH157FU(TE12L,F",LOGIC IC,2016/7/22,3000
216071807,26193,3277227,WSL25123L000FEA18,PEMCO,2016/7/7,16000
216067672,11146,126660,MBRM140T1G,DISCRETE,2016/6/30,0
216066885,2377,129269,MMSZ15T1G,DISCRETE,2016/6/28,0
316049061,4384,3245540,"PMEG2010ER,115",DISCRETE,2016/4/22,0
216041874,2508,14992985,PTN3356BS/F1MP,LINEAR IC,2016/4/11,0
306070581,5099,8163587,B39881B8553P810,PEMCO,2016/7/27,300000
316079574,3180241,15185970,ATMEGA169PA-AUR,CPU / MPU,2016/7/26,5000
316079180,206198,174082,ATMEGA8L-8AU,CPU / MPU,2016/7/25,40000
306072065,612199,15026948,XTEAWT-0-2B0-S20-FH-0003,OPTICAL AND SENSOR,2016/7/30,9000
216074416,14705,4536587,W25Q32FVSSIGT,MEMORY_EMBEDED,2016/7/19,2000
216076708,2717205,14952201,W25Q256FVFIQT,MEMORY_EMBEDED,2016/7/26,1000
216074422,51693,14564111,W25Q64FVZPIQT,MEMORY_EMBEDED,2016/7/19,10000
,27495,3328674,"PESD3V3U1UL,315",DISCRETE,,0
,4094,3308867,"PMEG3010EP,115",DISCRETE,,0
,50125,15056957,PESD5V0H1BSFYL,DISCRETE,,0
215090671,57578,15078954,NCP81382MNTXG,LINEAR IC,2015/9/2,0
,3564,3296738,"PMBTA45,215",DISCRETE,,0
216075282,2192,14939016,NCP81203MNTXG,LINEAR IC,2016/7/21,15000
216070071,21456,88285,SN74LVC245ADBR,LOGIC IC,2016/7/1,4000
216076783,26193,14867948,TPS799L54YZYR,LINEAR IC,2016/7/27,54000
216073449,34458,15129006,LM3638A0RDYFDR-CF,LINEAR IC,2016/7/14,21000
216077402,3447,3397717,"BZT52H-B12,115",DISCRETE,2016/7/28,3000
216072615,52028,15270069,FH8066501715927SR2KL,CPU / MPU,2016/7/12,10
216072784,2507,3242460,"74AUP1G57GM,115",LOGIC IC,2016/7/13,5000
216070322,2192,193058,NTZD3154NT1G,DISCRETE,2016/7/1,8000
216077189,11139,4421595,TPS54428DDAR,LINEAR IC,2016/7/27,12500
216070350,2507,3424800,NCP5230MNTWG,LINEAR IC,2016/7/1,21000
216076934,52735,14861213,TPS22924XYZZR-CF,LINEAR IC,2016/7/27,9000
216073463,52735,14863063,TPS65730A0PYFFR-CF,LINEAR IC,2016/7/14,45000
216073449,34458,14863065,CSD68822F4-CF,LINEAR IC,2016/7/14,3000
216076458,11146,193058,NTZD3154NT1G,DISCRETE,2016/7/26,4000
216072235,33431,3328049,TPS63020DSJR,LOGIC IC,2016/7/11,6000
216077952,24132,12226587,LP5907UVX-2.85/NOPB,LINEAR IC,2016/7/29,3000
216073463,52735,13988591,LP5907UVX19/NOPB,LINEAR IC,2016/7/14,9000
216075362,46273,5705592,TLV1117LV25DCYR,LINEAR IC,2016/7/21,40000
216072433,2377,3336149,"2N7002BK,215",DISCRETE,2016/7/12,33000
216077145,5485,2069803,MBR3045STG,DISCRETE,2016/7/27,6660
216075298,2192,14908640,ISL61851JCBZ-T,LINEAR IC,2016/7/21,2500
216076064,51693,14565111,W83L771AWG-T,LINEAR IC,2016/7/25,20000
A20160700182,999999999,8208588,SIA906EDJ-T1-GE3,DISCRETE,2016/7/29,0
216076795,2717205,140891,SN74AHCT1G08DBVR,LOGIC IC,2016/7/27,3000
216076894,2717205,88064,SN74AHC1G14DBVR,LOGIC IC,2016/7/27,3000
216076894,2717205,88064,SN74AHC1G14DBVR,LOGIC IC,2016/7/27,3000
5119,47302,149991,SN74LVC1G32DCKR,LOGIC IC,2016/7/31,0
216073621,2472,3220345,TPS54331DR,LINEAR IC,2016/7/15,5000
216075284,2192,15154961,NPCT650JA0YX-T,LINEAR IC,2016/7/21,8000
5111,999999999,14989184,SI7716ADN-T1-GE3-W,DISCRETE,2016/7/31,0
316072870,29602,14721017,B39851B8509P810,PEMCO,2016/7/8,10000
306072009,861198,15278144,XPGBWT-01-7B4-S2-0-06,OPTICAL AND SENSOR,2016/7/29,2000
316072840,6283,3417470,AT24C08C-SSHM-T,MEMORY_EMBEDED,2016/7/8,200000
316073432,41902,10711588,ADUM1402CRWZ-RL,LINEAR IC,2016/7/11,1000
306071556,2601210,15432967,BIT3269,OTHERS,2016/7/29,3000
316078075,21165,3370189,AT24C128C-SSHM-T,MEMORY_EMBEDED,2016/7/21,4000
316075468,42010,15181962,ATR4251C-TKQW,LINEAR IC,2016/7/15,4000
316078051,3079243,3368321,AT24C512C-SSHD-T,MEMORY_EMBEDED,2016/7/21,300000
306072066,11978,14863949,XPGBWT-L1-1D0-S3-F-06,OPTICAL AND SENSOR,2016/7/30,1000
316074805,2792221,14748246,B72520E250K62,PEMCO,2016/7/14,16000
306072065,612199,15016727,XTEAWT-0-2B0-R50-FH-0003,OPTICAL AND SENSOR,2016/7/30,15000
316075678,861198,15373252,CXA2520-50F-S2-N0B-000A4(CGEL),OPTICAL AND SENSOR,2016/7/15,800
316079180,206198,3326559,ATMEGA16A-AU,CPU / MPU,2016/7/25,9600
306071771,40914,3087116,ADUM1402BRWZ-RL,LINEAR IC,2016/7/29,10000
216070297,4179,10756587,QCA8334-AL3C,CHIPSET / ASP,2016/7/1,1000
216073455,52735,15005912,LM3539A0YFFR-CF,LINEAR IC,2016/7/14,12000
216072076,3183262,141743,TPS73601DBVR,LINEAR IC,2016/7/8,9000
216075181,6247,14711018,LM5122MHX/NOPB,LINEAR IC,2016/7/21,2500
216077952,24132,14863069,LM3258NTMX/NOPB-CF,LINEAR IC,2016/7/29,15000
216077545,20765,3220345,TPS54331DR,LINEAR IC,2016/7/28,2500
216077028,47302,6493606,TPS53319DQPR,LINEAR IC,2016/7/27,2500
216071732,34458,15142075,CSD68827W-CF,LINEAR IC,2016/7/7,15000
216075784,33431,14174610,SZMMSZ5248BT1G,DISCRETE,2016/7/22,9000
SR160800099,9573,3338470,AR8035-AL1A,CHIPSET / ASP,2016/7/31,0
216074484,11146,150001,SN74LVC2G14DBVR,LOGIC IC,2016/7/19,3000
216078050,52419,14863042,LP8550TLX-E00/NOPB-CF,LINEAR IC,2016/7/29,3000
216072698,55232,111064,SN74LVC1G125DCKR,LOGIC IC,2016/7/13,3000
216076558,34458,14863022,CSD58872Q5D-CF,LINEAR IC,2016/7/26,2500
216075278,2192,3310809,SI4712DY-T1-GE3,DISCRETE,2016/7/21,10000
216076894,2717205,88064,SN74AHC1G14DBVR,LOGIC IC,2016/7/27,3000
216076795,2717205,148735,SN74LVC1G04DCKR,LOGIC IC,2016/7/27,3000
216076894,2717205,88064,SN74AHC1G14DBVR,LOGIC IC,2016/7/27,3000
5119,2472,3782821,LM4132DMFX-3.0/NOPB,LINEAR IC,2016/7/31,0
216071733,24132,14863065,CSD68822F4-CF,LINEAR IC,2016/7/7,18000
216074486,11146,14672953,DPA02259RVER,LINEAR IC,2016/7/19,21000
216071733,24132,14863065,CSD68822F4-CF,LINEAR IC,2016/7/7,24000
216076422,52419,3335676,TPS51916RUKR,LINEAR IC,2016/7/26,3000
216077962,13044,8497587,NCP333FCT2G,LINEAR IC,2016/7/29,174000
216077947,11146,3833588,TPS53316RGTR,LINEAR IC,2016/7/29,9000
216075295,2192,3424800,NCP5230MNTWG,LINEAR IC,2016/7/21,12000
216075948,47774,126383,MBT3904DW1T1G,DISCRETE,2016/7/23,12000
216072287,2579,135502,"PDZ3.6B,115",DISCRETE,2016/7/11,9235
216074407,11146,284316,"74LVC1G11GW,125",LOGIC IC,2016/7/19,3000
316071804,41983,3365254,ADM2587EBRWZ-REEL7,LINEAR IC,2016/7/6,1600
306071556,2601210,15480992,BIT1628A,OTHERS,2016/7/29,2500
306070924,3641260,15313095,"ATMEGA88PA-AU,SL044",CPU / MPU,2016/7/28,50000
316070432,37844,14998017,ATA5724P3C-TKQW,LINEAR IC,2016/7/2,4000
A10117625,33403,14818045,XBDAWT-0-1A0-R30-00-0002,OPTICAL AND SENSOR,2016/7/27,0
306072115,24294,15046922,XPLAWT-0-1C0-V60-F0-0001,OPTICAL AND SENSOR,2016/7/30,1000
316077427,28975,14660750,XPEBRD-L1-R20-P2-C-01,OPTICAL AND SENSOR,2016/7/20,10000
216070100,2120198,13250594,ET8EW3-S(Z),CHIPSET / ASP,2016/7/1,116189
216076464,11146,3250322,SIR158DP-T1-GE3,DISCRETE,2016/7/26,6000
215116129,3564,15086032,NTSV20120CTG,DISCRETE,2015/11/24,0
216055247,20157,3328653,"BZX84-C4V7,215",DISCRETE,2016/5/23,0
